msm_id,target_anchor_prb_id,is_mesh,msm_type,af,succeed_count,fail_count,succeed_ratio
10339634,6318,False,http,4,0,41,0.0
10339616,6318,True,http,4,0,933,0.0
10339633,6318,False,ping,4,0,41,0.0
10339615,6318,True,ping,4,0,933,0.0
10339632,6318,False,traceroute,4,0,41,0.0
10339614,6318,True,traceroute,4,0,933,0.0
12292623,6357,False,http,4,0,99,0.0
12292597,6357,True,http,4,0,961,0.0
12292626,6357,False,http,6,0,82,0.0
12292600,6357,True,http,6,0,891,0.0
12292622,6357,False,ping,4,0,99,0.0
12292596,6357,True,ping,4,0,961,0.0
12292625,6357,False,ping,6,0,82,0.0
12292599,6357,True,ping,6,0,891,0.0
12292621,6357,False,traceroute,4,0,99,0.0
12292595,6357,True,traceroute,4,0,961,0.0
12292624,6357,False,traceroute,6,0,82,0.0
12292598,6357,True,traceroute,6,0,891,0.0
15716051,6388,False,http,4,0,96,0.0
15716035,6388,True,http,4,0,922,0.0
15716054,6388,False,http,6,0,74,0.0
15716038,6388,True,http,6,0,854,0.0
15716050,6388,False,ping,4,0,96,0.0
15716034,6388,True,ping,4,0,922,0.0
15716053,6388,False,ping,6,0,74,0.0
15716037,6388,True,ping,6,0,854,0.0
15716049,6388,False,traceroute,4,0,96,0.0
15716033,6388,True,traceroute,4,0,922,0.0
15716052,6388,False,traceroute,6,0,74,0.0
15716036,6388,True,traceroute,6,0,854,0.0
16453141,6400,False,http,4,0,89,0.0
16453123,6400,True,http,4,0,964,0.0
16453144,6400,False,http,6,0,32,0.0
16453126,6400,True,http,6,0,893,0.0
16453140,6400,False,ping,4,0,89,0.0
16453122,6400,True,ping,4,0,964,0.0
16453143,6400,False,ping,6,0,32,0.0
16453125,6400,True,ping,6,0,893,0.0
16453139,6400,False,traceroute,4,0,89,0.0
16453121,6400,True,traceroute,4,0,964,0.0
16453142,6400,False,traceroute,6,0,32,0.0
16453124,6400,True,traceroute,6,0,893,0.0
17429201,6418,False,http,4,0,93,0.0
17429172,6418,True,http,4,0,920,0.0
17429204,6418,False,http,6,0,27,0.0
17429176,6418,True,http,6,0,854,0.0
17429200,6418,False,ping,4,0,93,0.0
17429171,6418,True,ping,4,0,921,0.0
17429203,6418,False,ping,6,0,27,0.0
17429175,6418,True,ping,6,0,854,0.0
17429199,6418,False,traceroute,4,0,93,0.0
17429170,6418,True,traceroute,4,0,921,0.0
17429202,6418,False,traceroute,6,0,27,0.0
17429174,6418,True,traceroute,6,0,854,0.0
20309818,6517,False,http,4,0,187,0.0
20309416,6517,True,http,4,0,926,0.0
20309821,6517,False,http,6,0,19,0.0
20309430,6517,True,http,6,0,857,0.0
20309817,6517,False,ping,4,0,187,0.0
20309415,6517,True,ping,4,0,926,0.0
20309820,6517,False,ping,6,0,19,0.0
20309429,6517,True,ping,6,0,857,0.0
20309816,6517,False,traceroute,4,0,187,0.0
20309414,6517,True,traceroute,4,0,926,0.0
20309819,6517,False,traceroute,6,0,19,0.0
20309428,6517,True,traceroute,6,0,857,0.0
20353679,6518,False,http,4,0,123,0.0
20353529,6518,True,http,4,0,987,0.0
20353682,6518,False,http,6,0,31,0.0
20353532,6518,True,http,6,0,914,0.0
20353678,6518,False,ping,4,0,123,0.0
20353528,6518,True,ping,4,0,987,0.0
20353681,6518,False,ping,6,0,31,0.0
20353531,6518,True,ping,6,0,914,0.0
20353677,6518,False,traceroute,4,0,123,0.0
20353527,6518,True,traceroute,4,0,987,0.0
20353680,6518,False,traceroute,6,0,31,0.0
20353530,6518,True,traceroute,6,0,913,0.0
20389583,6523,False,http,4,0,112,0.0
20389537,6523,True,http,4,0,993,0.0
20389586,6523,False,http,6,0,26,0.0
20389540,6523,True,http,6,0,920,0.0
22460834,6586,False,http,4,2,148,0.013333333333333334
22459603,6586,True,http,4,1,1000,0.000999000999000999
22460837,6586,False,http,6,1,106,0.009345794392523364
22459606,6586,True,http,6,1,924,0.001081081081081081
22460833,6586,False,ping,4,2,148,0.013333333333333334
22459602,6586,True,ping,4,1,1000,0.000999000999000999
22460836,6586,False,ping,6,1,106,0.009345794392523364
22459605,6586,True,ping,6,1,924,0.001081081081081081
22460832,6586,False,traceroute,4,2,148,0.013333333333333334
22459601,6586,True,traceroute,4,1,1000,0.000999000999000999
22460835,6586,False,traceroute,6,1,106,0.009345794392523364
22459604,6586,True,traceroute,6,1,924,0.001081081081081081
22655748,6600,False,http,4,0,124,0.0
22649646,6600,True,http,4,0,926,0.0
22655751,6600,False,http,6,0,98,0.0
22649649,6600,True,http,6,0,857,0.0
22655747,6600,False,ping,4,0,124,0.0
22649645,6600,True,ping,4,0,926,0.0
22655750,6600,False,ping,6,0,98,0.0
22649648,6600,True,ping,6,0,857,0.0
22655746,6600,False,traceroute,4,0,124,0.0
22649644,6600,True,traceroute,4,0,926,0.0
22655749,6600,False,traceroute,6,0,98,0.0
22649647,6600,True,traceroute,6,0,857,0.0
23157047,6642,False,http,4,0,124,0.0
23154957,6642,True,http,4,0,968,0.0
23157050,6642,False,http,6,0,95,0.0
23154968,6642,True,http,6,0,898,0.0
24807664,6774,False,http,4,0,146,0.0
24807411,6774,True,http,4,0,924,0.0
24807667,6774,False,http,6,0,109,0.0
24807414,6774,True,http,6,0,855,0.0
24807663,6774,False,ping,4,0,146,0.0
24807410,6774,True,ping,4,0,924,0.0
24807666,6774,False,ping,6,0,109,0.0
24807413,6774,True,ping,6,0,855,0.0
24807662,6774,False,traceroute,4,0,146,0.0
24807409,6774,True,traceroute,4,0,924,0.0
24807665,6774,False,traceroute,6,0,109,0.0
24807412,6774,True,traceroute,6,0,855,0.0
26502738,6831,False,http,4,0,161,0.0
26502095,6831,True,http,4,1,987,0.0010121457489878543
26502748,6831,False,http,6,0,128,0.0
26502099,6831,True,http,6,0,916,0.0
26502747,6831,False,ping,6,0,127,0.0
26502098,6831,True,ping,6,0,916,0.0
26502746,6831,False,traceroute,6,0,128,0.0
26502097,6831,True,traceroute,6,0,916,0.0
26978062,6853,False,http,4,0,113,0.0
26977870,6853,True,http,4,0,974,0.0
26978061,6853,False,ping,4,0,113,0.0
26977869,6853,True,ping,4,0,974,0.0
26978060,6853,False,traceroute,4,0,113,0.0
26977868,6853,True,traceroute,4,0,974,0.0
37182739,7065,False,http,4,1,141,0.007042253521126761
37182823,7065,False,http,4,1,141,0.007042253521126761
36990729,7065,True,http,4,0,939,0.0
37183065,7065,False,http,6,0,115,0.0
37183076,7065,False,http,6,0,115,0.0
36991026,7065,True,http,6,0,869,0.0
37182738,7065,False,ping,4,0,143,0.0
37182822,7065,False,ping,4,0,143,0.0
36990727,7065,True,ping,4,0,939,0.0
37183057,7065,False,ping,6,0,116,0.0
37183075,7065,False,ping,6,0,116,0.0
36991025,7065,True,ping,6,0,869,0.0
37182737,7065,False,traceroute,4,0,143,0.0
36990714,7065,True,traceroute,4,0,939,0.0
37183056,7065,False,traceroute,6,0,116,0.0
