msm_id,target_anchor_prb_id,is_mesh,msm_type,af,succeed_count,fail_count,succeed_ratio
23178658,0,False,http,4,0,113,0.0
31337209,0,False,http,4,0,125,0.0
61414253,0,False,http,4,0,252,0.0
97368864,0,False,http,4,0,116,0.0
23175070,0,True,http,4,0,685,0.0
31336220,0,True,http,4,0,695,0.0
61408511,0,True,http,4,0,744,0.0
97360440,0,True,http,4,0,947,0.0
61414256,0,False,http,6,0,213,0.0
61408515,0,True,http,6,0,692,0.0
23178657,0,False,ping,4,0,113,0.0
31337208,0,False,ping,4,0,126,0.0
61414252,0,False,ping,4,249,3,0.9880952380952381
97368863,0,False,ping,4,0,117,0.0
23175069,0,True,ping,4,0,685,0.0
31336219,0,True,ping,4,0,695,0.0
61408510,0,True,ping,4,729,15,0.9798387096774194
97360439,0,True,ping,4,0,947,0.0
61414255,0,False,ping,6,0,214,0.0
61408514,0,True,ping,6,0,692,0.0
23178656,0,False,traceroute,4,0,113,0.0
31337207,0,False,traceroute,4,0,126,0.0
61414251,0,False,traceroute,4,248,4,0.9841269841269841
97368861,0,False,traceroute,4,1,116,0.008547008547008548
23175068,0,True,traceroute,4,0,685,0.0
31336218,0,True,traceroute,4,0,695,0.0
61408509,0,True,traceroute,4,729,15,0.9798387096774194
97360438,0,True,traceroute,4,0,947,0.0
61414254,0,False,traceroute,6,0,214,0.0
61408513,0,True,traceroute,6,0,692,0.0
